Genero,Nivel_Educativo,Area_Estudio,Promedio,Calificacion_Examen_Final,Participacion_Actividades_Extracurriculares,Horas_Estudio_Semanales,Calificacion_Satisfaccion_Curso,Nivel_Socioeconomico,Calificacion_Bienestar_Emocional,Asistencia_Clases,Calificacion_Habilidades_Sociales,Calificacion_Habilidades_Comunicacion,Fecha,Edad
Femenino,Secundaria,Artes,18.86,68,No,6,3,Alto,5,76,4,4,2015-10-19,13
Femenino,Universitario,Artes,10.2,97,No,12,3,Bajo,5,99,2,4,2016-11-10,22
Masculino,Primaria,Artes,15.23,65,No,21,4,Bajo,7,93,7,8,2016-04-05,11
Femenino,Secundaria,Ciencias,16.44,79,No,26,4,Alto,8,79,3,8,2016-03-20,13
Femenino,Primaria,Artes,18.27,87,Si,6,5,Alto,6,89,10,8,2015-02-19,6
Femenino,Secundaria,Ciencias,16.72,96,Si,6,4,Medio,5,70,8,9,2015-07-13,14
Masculino,Universitario,Artes,14.77,85,Si,21,2,Alto,8,80,2,5,2015-01-13,19
Masculino,Secundaria,Artes,17.69,92,No,29,1,Bajo,5,71,5,1,2015-03-01,12
Femenino,Universitario,Ciencias,13.12,88,No,27,2,Bajo,5,84,6,5,2017-08-13,21
Masculino,Universitario,Ciencias,11.2,98,No,6,5,Alto,7,81,8,7,2015-05-28,17
Masculino,Primaria,Matematicas,19.86,65,Si,18,2,Medio,7,82,5,4,2016-08-01,7
Masculino,Secundaria,Artes,17.35,92,No,23,1,Bajo,5,77,8,4,2016-08-27,15
Masculino,Primaria,Artes,17.76,51,No,27,1,Bajo,8,75,7,2,2016-02-06,10
Masculino,Universitario,Matematicas,18.67,82,No,26,2,Bajo,6,77,4,8,2016-08-20,23
Femenino,Secundaria,Ciencias,18.54,85,No,24,2,Bajo,5,97,2,4,2015-01-29,16
Masculino,Secundaria,Ciencias,16.06,57,Si,12,4,Medio,6,82,7,2,2017-12-27,13
Masculino,Primaria,Ciencias,18.01,77,Si,11,1,Medio,6,77,5,7,2015-09-23,10
Masculino,Universitario,Matematicas,17.4,78,No,11,2,Bajo,9,82,5,1,2017-10-01,21
Masculino,Universitario,Matematicas,13.37,79,No,28,2,Bajo,7,78,6,3,2016-09-07,22
Femenino,Universitario,Matematicas,8.44,94,Si,28,1,Bajo,5,76,5,1,2017-01-12,18
Femenino,Secundaria,Matematicas,8.78,70,No,19,5,Bajo,6,93,3,2,2017-06-12,15
Masculino,Universitario,Artes,13.51,80,Si,28,4,Alto,8,71,8,2,2017-12-11,18
Femenino,Secundaria,Matematicas,18.97,79,Si,27,1,Alto,8,91,1,5,2016-02-03,13
Masculino,Primaria,Artes,14.92,54,No,21,3,Medio,7,78,2,2,2017-04-02,8
Femenino,Universitario,Matematicas,14.2,50,Si,28,5,Bajo,7,89,10,6,2016-10-19,21
Femenino,Universitario,Matematicas,14.91,55,No,17,2,Alto,6,89,7,10,2015-08-12,20
Masculino,Primaria,Ciencias,10.07,89,Si,15,3,Alto,6,99,5,1,2015-11-24,10
Femenino,Secundaria,Ciencias,11.52,58,No,28,4,Bajo,5,70,8,5,2015-07-29,15
Masculino,Secundaria,Ciencias,13.29,59,Si,20,3,Bajo,8,80,6,4,2017-09-26,15
Femenino,Secundaria,Ciencias,19.18,98,Si,15,3,Medio,7,87,8,2,2016-11-30,12
Femenino,Universitario,Ciencias,10.17,76,No,23,1,Medio,7,97,5,2,2017-12-17,20
Femenino,Primaria,Matematicas,15.04,87,Si,8,2,Alto,6,94,8,3,2015-03-04,6
Masculino,Secundaria,Matematicas,14.41,84,No,15,3,Bajo,5,74,1,3,2016-11-21,12
Masculino,Primaria,Ciencias,13.44,87,No,24,2,Alto,5,94,1,6,2017-05-25,8
Femenino,Universitario,Artes,17.75,52,No,22,1,Bajo,9,87,2,1,2017-05-30,18
Femenino,Universitario,Artes,9.43,68,Si,19,5,Bajo,6,71,8,4,2015-01-17,21
Femenino,Primaria,Ciencias,19.0,70,No,10,5,Bajo,5,88,7,8,2015-07-21,9
Masculino,Universitario,Matematicas,19.19,96,Si,25,3,Medio,9,96,4,3,2017-02-10,23
Masculino,Primaria,Matematicas,12.5,71,Si,15,3,Bajo,5,98,1,2,2015-09-24,10
Femenino,Primaria,Ciencias,19.4,86,Si,22,4,Bajo,9,94,7,5,2016-11-04,6
Masculino,Universitario,Artes,9.17,78,Si,24,3,Medio,10,76,4,10,2016-06-08,22
Masculino,Secundaria,Matematicas,17.24,62,Si,17,5,Alto,9,78,9,6,2016-12-30,15
Femenino,Primaria,Artes,19.75,96,Si,8,2,Bajo,9,80,3,8,2017-06-23,8
Femenino,Primaria,Ciencias,14.29,69,Si,28,4,Medio,8,72,10,10,2017-06-28,10
Masculino,Primaria,Matematicas,10.93,72,Si,24,4,Medio,10,71,5,1,2016-04-19,6
Masculino,Universitario,Ciencias,15.86,57,No,15,5,Medio,8,82,1,10,2016-08-01,18
Masculino,Universitario,Matematicas,12.94,67,No,18,4,Alto,9,97,3,7,2017-03-01,17
Masculino,Secundaria,Ciencias,16.83,87,No,8,5,Medio,6,90,9,10,2016-12-25,16
Femenino,Secundaria,Artes,9.19,77,No,22,2,Bajo,9,79,5,7,2015-06-06,14
Femenino,Secundaria,Matematicas,12.96,78,Si,7,4,Bajo,7,87,1,3,2016-02-06,12
Femenino,Primaria,Matematicas,9.98,71,Si,9,2,Alto,5,82,7,1,2016-03-14,10
Masculino,Universitario,Artes,10.63,73,No,8,1,Alto,5,91,4,7,2015-05-10,20
Femenino,Universitario,Matematicas,8.42,79,No,12,1,Alto,7,74,6,9,2017-06-24,19
Masculino,Universitario,Ciencias,17.13,95,Si,15,3,Alto,6,91,6,9,2016-05-07,19
Masculino,Universitario,Ciencias,14.3,84,Si,10,5,Alto,10,89,10,7,2017-02-06,17
Femenino,Secundaria,Matematicas,13.26,55,No,8,2,Bajo,10,99,7,3,2015-07-20,13
Femenino,Secundaria,Ciencias,11.48,72,No,18,1,Alto,8,96,9,1,2015-06-23,15
Masculino,Primaria,Artes,14.19,84,No,17,3,Bajo,9,76,2,6,2017-04-03,6
Masculino,Secundaria,Ciencias,15.44,91,Si,18,5,Medio,10,92,3,3,2017-06-30,16
Masculino,Primaria,Ciencias,15.76,77,Si,25,4,Bajo,10,80,6,5,2016-09-16,10
Femenino,Universitario,Ciencias,12.66,84,Si,18,4,Medio,7,79,4,2,2015-05-28,20
Masculino,Universitario,Artes,10.9,74,No,8,4,Medio,10,91,10,10,2015-07-24,23
Masculino,Secundaria,Artes,10.77,85,Si,26,1,Bajo,6,87,7,4,2017-08-31,15
Femenino,Primaria,Artes,10.86,60,No,19,4,Bajo,5,98,10,7,2016-11-24,6
Femenino,Primaria,Matematicas,15.26,72,Si,17,3,Medio,9,99,10,9,2016-06-27,11
Femenino,Universitario,Matematicas,19.7,82,No,10,2,Medio,5,85,4,2,2016-03-26,18
Masculino,Primaria,Artes,14.22,94,Si,9,3,Bajo,6,73,3,10,2017-03-26,11
Femenino,Secundaria,Artes,16.24,86,No,14,4,Alto,6,96,3,4,2017-12-20,13
Masculino,Secundaria,Ciencias,9.18,83,No,6,4,Alto,8,82,7,5,2016-11-14,13
Femenino,Primaria,Matematicas,18.11,76,No,19,5,Alto,5,80,4,8,2016-10-06,6
Femenino,Universitario,Artes,16.01,69,No,15,1,Bajo,6,71,5,10,2015-04-14,19
Femenino,Universitario,Ciencias,16.01,80,No,5,4,Bajo,9,86,4,3,2015-02-07,18
Femenino,Primaria,Matematicas,11.41,76,No,29,2,Bajo,6,94,4,7,2017-09-21,11
Femenino,Universitario,Ciencias,10.35,89,Si,7,1,Bajo,8,88,2,10,2015-10-28,21
Masculino,Universitario,Matematicas,15.2,61,Si,21,3,Medio,8,70,7,5,2017-08-03,21
Masculino,Primaria,Artes,11.85,95,No,20,2,Bajo,8,85,2,10,2015-11-10,11
Femenino,Universitario,Artes,13.87,51,No,26,1,Bajo,5,98,7,3,2015-02-19,18
Femenino,Primaria,Artes,16.25,87,No,29,4,Bajo,6,75,5,3,2015-04-14,8
Masculino,Primaria,Artes,9.13,96,No,21,4,Alto,6,80,2,7,2017-04-06,8
Femenino,Secundaria,Ciencias,11.89,77,No,21,4,Medio,8,72,7,2,2016-10-03,13
Masculino,Universitario,Ciencias,11.1,90,Si,28,4,Medio,6,97,9,3,2017-11-16,18
Masculino,Universitario,Artes,15.98,92,Si,14,1,Medio,8,72,1,2,2017-06-29,23
Femenino,Primaria,Ciencias,8.26,51,No,25,3,Alto,7,82,10,8,2015-04-29,9
Masculino,Secundaria,Artes,8.24,50,No,6,1,Alto,10,93,10,8,2017-10-18,14
Masculino,Secundaria,Ciencias,13.98,51,Si,5,5,Alto,9,85,9,4,2015-07-22,14
Masculino,Secundaria,Ciencias,17.9,81,Si,19,3,Medio,8,71,6,10,2016-02-09,16
Masculino,Universitario,Ciencias,16.81,96,No,29,2,Medio,7,92,5,3,2015-01-14,17
Femenino,Universitario,Matematicas,15.81,89,No,25,1,Medio,8,70,3,7,2017-03-12,22
Femenino,Secundaria,Artes,13.38,63,No,29,3,Bajo,6,95,5,10,2016-08-10,12
Masculino,Primaria,Artes,10.58,74,No,22,2,Bajo,6,80,6,2,2016-01-14,8
Femenino,Secundaria,Artes,19.78,57,Si,28,2,Medio,9,92,2,2,2015-05-26,12
Masculino,Universitario,Matematicas,18.75,86,No,5,5,Alto,5,75,9,7,2017-01-19,23
Femenino,Secundaria,Ciencias,14.85,52,No,13,1,Medio,5,99,6,8,2017-09-07,13
Femenino,Universitario,Artes,15.31,61,No,14,4,Bajo,7,89,4,3,2016-06-15,19
Masculino,Secundaria,Matematicas,11.46,62,Si,8,3,Medio,6,90,9,3,2015-09-10,12
Masculino,Universitario,Artes,14.98,63,No,19,5,Medio,10,92,4,5,2017-01-11,21
Masculino,Primaria,Ciencias,19.2,74,Si,8,1,Medio,10,91,1,3,2017-07-10,7
Masculino,Universitario,Matematicas,14.56,85,Si,20,1,Medio,8,81,2,1,2015-07-02,24
Masculino,Primaria,Matematicas,8.13,94,Si,22,2,Bajo,6,70,7,2,2015-08-11,6
Masculino,Secundaria,Ciencias,14.74,93,No,28,4,Medio,8,78,2,7,2015-04-12,12
Masculino,Primaria,Artes,17.84,94,No,21,3,Bajo,7,84,10,3,2015-03-26,6
Masculino,Secundaria,Artes,17.27,87,Si,23,3,Medio,7,92,3,7,2015-05-11,16
Masculino,Primaria,Ciencias,13.07,89,No,5,1,Bajo,8,79,7,9,2015-12-16,10
Femenino,Secundaria,Artes,19.66,55,No,18,3,Alto,8,95,7,2,2017-01-26,16
Masculino,Universitario,Matematicas,11.86,75,Si,26,5,Bajo,8,73,9,9,2016-04-08,18
Masculino,Primaria,Artes,17.6,63,Si,24,1,Alto,8,78,1,8,2017-11-05,8
Masculino,Universitario,Matematicas,18.12,74,No,13,1,Medio,5,90,8,5,2015-05-31,24
Femenino,Universitario,Ciencias,16.99,57,No,26,2,Alto,8,72,3,1,2017-11-26,18
Femenino,Universitario,Artes,11.92,78,No,29,2,Bajo,9,92,2,9,2016-06-02,17
Femenino,Primaria,Matematicas,14.58,81,Si,26,5,Alto,10,96,8,2,2016-05-18,10
Femenino,Universitario,Artes,9.68,64,No,7,1,Medio,6,97,3,4,2016-12-22,21
Femenino,Secundaria,Matematicas,13.88,52,No,19,4,Bajo,9,99,7,10,2016-04-21,12
Masculino,Universitario,Artes,16.63,97,No,18,5,Medio,9,90,9,4,2016-08-25,24
Femenino,Secundaria,Ciencias,13.78,52,Si,25,5,Medio,5,95,3,8,2017-10-04,15
Masculino,Universitario,Ciencias,13.09,96,No,29,5,Alto,5,98,9,10,2015-06-28,20
Masculino,Secundaria,Artes,8.25,88,No,12,2,Alto,9,74,7,8,2017-10-25,16
Masculino,Universitario,Ciencias,15.03,89,No,16,2,Bajo,9,88,2,5,2017-04-08,23
Femenino,Primaria,Artes,17.17,89,Si,12,4,Alto,6,89,10,5,2015-03-09,8
Masculino,Secundaria,Artes,18.14,57,No,27,3,Medio,9,99,4,1,2016-12-28,16
Femenino,Secundaria,Ciencias,15.77,55,No,6,3,Alto,8,88,10,1,2015-08-04,13
Femenino,Primaria,Matematicas,8.21,87,Si,5,2,Medio,9,77,10,4,2016-06-26,9
Femenino,Secundaria,Ciencias,8.5,52,Si,12,4,Bajo,10,98,5,7,2017-08-29,14
Femenino,Primaria,Ciencias,15.79,58,No,20,4,Medio,9,82,6,9,2015-04-14,9
Masculino,Primaria,Artes,18.16,70,No,22,4,Bajo,9,82,9,10,2015-01-17,10
Masculino,Primaria,Matematicas,8.86,61,Si,13,4,Alto,5,71,10,2,2015-12-07,7
Masculino,Primaria,Artes,18.3,97,Si,29,2,Alto,7,76,8,3,2015-03-09,7
Femenino,Universitario,Ciencias,14.82,67,No,7,4,Bajo,6,75,9,7,2017-01-19,22
Femenino,Secundaria,Ciencias,10.5,64,No,28,2,Alto,6,89,9,9,2017-08-19,14
Masculino,Secundaria,Matematicas,13.32,51,No,16,5,Alto,7,74,8,7,2016-04-01,15
Femenino,Universitario,Ciencias,11.6,76,No,10,1,Alto,10,86,9,7,2016-07-23,21
Masculino,Secundaria,Artes,17.53,90,Si,29,2,Medio,6,81,5,7,2017-11-10,14
Femenino,Secundaria,Ciencias,11.48,96,Si,22,1,Bajo,10,76,2,4,2017-12-02,15
Masculino,Secundaria,Artes,14.18,77,Si,13,3,Bajo,7,84,3,3,2016-11-07,15
Femenino,Universitario,Matematicas,18.2,59,No,11,1,Medio,7,87,7,9,2016-07-15,18
Masculino,Primaria,Matematicas,14.4,82,Si,6,1,Bajo,8,98,10,5,2016-06-03,7
Masculino,Primaria,Matematicas,18.2,98,No,7,5,Medio,8,82,3,10,2016-01-20,6
Femenino,Universitario,Matematicas,18.07,72,No,19,5,Alto,6,92,2,6,2016-04-24,24
Masculino,Universitario,Ciencias,10.27,73,No,11,2,Medio,8,80,2,9,2017-12-20,20
Masculino,Secundaria,Artes,19.11,94,No,17,3,Medio,10,82,10,8,2017-12-04,12
Femenino,Secundaria,Ciencias,14.99,71,Si,10,4,Alto,8,98,8,9,2016-11-15,13
Masculino,Universitario,Artes,12.21,92,No,24,2,Alto,7,75,8,8,2017-10-03,22
Femenino,Primaria,Artes,11.59,95,Si,25,2,Medio,6,87,1,8,2017-09-16,10
Masculino,Primaria,Matematicas,8.81,79,Si,24,3,Bajo,7,94,7,8,2017-12-30,7
Femenino,Universitario,Matematicas,17.61,69,Si,23,3,Alto,8,93,10,8,2016-07-23,24
Femenino,Primaria,Artes,17.03,99,Si,21,3,Alto,5,98,4,1,2016-04-29,9
Femenino,Universitario,Matematicas,16.31,51,No,26,4,Bajo,5,79,7,1,2017-12-14,24
Femenino,Primaria,Artes,10.73,70,No,8,2,Medio,10,87,6,1,2016-08-09,9
Femenino,Secundaria,Ciencias,15.89,83,Si,20,4,Medio,9,73,8,2,2016-08-13,15
Masculino,Secundaria,Ciencias,18.59,57,No,23,3,Alto,5,77,9,9,2015-02-14,13
Femenino,Primaria,Ciencias,17.3,96,Si,10,2,Alto,8,98,4,8,2016-04-18,8
Femenino,Universitario,Ciencias,9.63,56,Si,18,5,Alto,5,90,9,3,2017-09-27,21
Femenino,Primaria,Matematicas,14.72,74,Si,18,5,Bajo,6,72,10,7,2015-05-14,10
Masculino,Secundaria,Artes,8.66,59,Si,28,3,Bajo,8,90,3,7,2015-09-27,14
Masculino,Secundaria,Matematicas,8.59,57,No,17,2,Alto,6,77,9,10,2015-05-14,16
Masculino,Primaria,Ciencias,9.08,75,No,8,1,Medio,9,81,4,10,2015-03-31,8
Masculino,Universitario,Artes,15.01,76,No,16,5,Medio,6,89,1,5,2016-01-22,17
Femenino,Primaria,Artes,15.18,66,Si,8,4,Medio,9,91,9,2,2015-04-25,9
Masculino,Secundaria,Ciencias,9.77,53,No,26,4,Alto,9,93,5,2,2017-12-08,13
Femenino,Secundaria,Matematicas,19.01,63,No,27,5,Bajo,10,71,10,5,2015-10-25,13
Femenino,Primaria,Artes,10.81,81,Si,17,1,Bajo,9,84,7,1,2017-04-17,11
Femenino,Universitario,Ciencias,19.47,68,No,26,5,Bajo,8,95,8,9,2015-12-12,19
Femenino,Universitario,Artes,16.06,64,No,14,4,Bajo,10,94,4,7,2016-08-12,17
Femenino,Universitario,Artes,9.12,99,No,21,4,Bajo,7,72,9,1,2015-08-03,22
Femenino,Secundaria,Matematicas,19.79,61,No,12,5,Alto,7,74,4,8,2017-04-17,15
Femenino,Primaria,Matematicas,19.45,55,No,20,1,Medio,8,78,1,7,2017-01-23,10
Femenino,Universitario,Matematicas,18.62,72,Si,19,5,Bajo,8,72,5,2,2015-12-18,18
Masculino,Universitario,Ciencias,16.61,56,Si,16,5,Medio,7,78,8,1,2016-09-28,19
Femenino,Secundaria,Ciencias,18.47,88,No,7,1,Medio,10,73,2,1,2015-09-29,13
Masculino,Primaria,Ciencias,8.98,77,No,17,4,Alto,7,96,4,2,2015-06-27,9
Masculino,Primaria,Artes,10.97,92,Si,29,2,Medio,6,70,5,2,2017-10-04,7
Femenino,Universitario,Matematicas,19.7,74,Si,15,1,Bajo,8,95,3,9,2015-10-31,17
Femenino,Universitario,Ciencias,19.25,74,No,14,4,Alto,9,97,7,9,2016-08-11,17
Femenino,Primaria,Matematicas,19.91,84,No,20,3,Alto,10,94,2,4,2016-09-23,8
Femenino,Universitario,Matematicas,19.06,59,No,8,1,Alto,10,86,10,2,2017-09-21,22
Femenino,Universitario,Matematicas,14.28,99,No,25,4,Bajo,10,85,3,7,2015-01-04,18
Femenino,Primaria,Artes,9.77,84,Si,7,5,Bajo,6,93,9,4,2016-05-30,9
Masculino,Primaria,Artes,13.53,78,Si,7,5,Alto,5,76,10,9,2017-08-29,6
Masculino,Universitario,Matematicas,19.19,90,Si,20,2,Alto,6,74,4,4,2015-11-12,18
Masculino,Primaria,Artes,15.18,74,No,7,2,Alto,10,99,4,9,2017-10-12,10
Femenino,Universitario,Matematicas,18.88,65,No,22,1,Bajo,7,79,1,3,2017-06-05,18
Femenino,Universitario,Ciencias,11.24,72,Si,25,3,Bajo,8,94,10,4,2016-05-16,20
Masculino,Universitario,Matematicas,10.63,79,Si,8,1,Bajo,8,88,4,2,2016-09-17,19
Masculino,Secundaria,Matematicas,12.9,99,No,7,5,Medio,10,92,3,5,2017-04-06,16
Masculino,Secundaria,Matematicas,8.98,71,No,26,1,Medio,9,76,8,3,2017-03-07,12
Masculino,Universitario,Artes,8.66,76,Si,15,1,Medio,5,94,8,5,2015-04-09,21
Femenino,Secundaria,Artes,19.02,75,Si,25,3,Bajo,7,71,3,5,2016-08-15,16
Femenino,Primaria,Artes,14.81,76,No,22,5,Alto,5,95,8,3,2016-01-31,10
Masculino,Secundaria,Artes,19.79,93,No,25,3,Alto,7,79,6,8,2016-12-05,15
Masculino,Universitario,Artes,18.97,64,No,18,4,Medio,6,90,4,6,2017-08-10,22
Masculino,Primaria,Ciencias,14.86,77,No,14,2,Medio,6,89,3,7,2015-12-09,8
Femenino,Universitario,Ciencias,8.38,84,Si,26,3,Alto,6,94,6,7,2015-08-15,19
Masculino,Universitario,Artes,9.35,54,Si,22,2,Bajo,6,76,10,6,2015-10-25,19
Masculino,Secundaria,Matematicas,19.82,93,Si,12,1,Bajo,10,85,5,2,2017-10-24,14
Masculino,Primaria,Ciencias,19.43,66,Si,6,2,Medio,9,89,1,6,2016-11-07,10
Femenino,Primaria,Matematicas,12.97,53,No,7,3,Medio,6,71,7,7,2017-02-10,9
Masculino,Primaria,Matematicas,18.65,99,Si,20,2,Alto,6,96,7,6,2016-03-14,8
Femenino,Secundaria,Matematicas,8.86,96,Si,27,4,Medio,7,83,5,8,2017-05-27,16
Masculino,Primaria,Ciencias,18.55,51,Si,10,4,Medio,9,70,7,2,2017-03-06,10
Masculino,Secundaria,Ciencias,13.11,58,No,8,1,Alto,5,97,2,8,2016-01-17,12
Masculino,Secundaria,Matematicas,19.7,94,Si,17,1,Medio,5,72,3,10,2017-08-13,14
Masculino,Secundaria,Ciencias,14.58,92,No,14,5,Bajo,10,88,6,9,2016-10-19,14
Masculino,Universitario,Artes,18.95,61,No,7,1,Bajo,6,88,2,2,2017-03-02,24
Masculino,Secundaria,Artes,11.33,89,Si,11,3,Bajo,8,84,10,9,2016-03-12,13
Masculino,Universitario,Matematicas,14.38,75,No,6,2,Medio,5,85,7,5,2016-07-18,21
Masculino,Secundaria,Matematicas,19.85,62,No,7,4,Bajo,8,79,8,7,2015-04-09,15
Masculino,Universitario,Ciencias,10.52,51,No,20,2,Medio,6,99,6,4,2017-05-11,23
Masculino,Secundaria,Matematicas,10.42,93,Si,5,2,Bajo,6,90,3,2,2016-11-15,14
Masculino,Universitario,Matematicas,9.86,65,No,12,5,Alto,8,80,8,8,2016-10-07,23
Masculino,Universitario,Matematicas,11.53,52,Si,25,1,Medio,9,87,2,3,2017-05-19,20
Femenino,Secundaria,Ciencias,12.15,78,Si,17,1,Bajo,10,74,1,8,2016-04-21,13
Femenino,Primaria,Artes,18.24,50,Si,18,4,Bajo,10,74,1,4,2017-02-14,7
Femenino,Secundaria,Matematicas,12.19,53,No,27,3,Bajo,5,94,4,3,2015-06-02,12
Femenino,Primaria,Matematicas,14.43,71,Si,17,2,Medio,8,83,7,8,2015-01-06,7
Masculino,Universitario,Ciencias,18.57,71,Si,27,3,Bajo,5,85,8,2,2016-08-05,17
Masculino,Secundaria,Artes,9.48,53,No,8,4,Bajo,7,90,7,10,2015-09-11,12
Masculino,Universitario,Artes,11.9,71,No,21,2,Bajo,8,70,7,9,2016-03-02,17
Masculino,Universitario,Ciencias,10.89,64,Si,22,1,Bajo,7,99,2,4,2015-07-15,21
Masculino,Primaria,Artes,16.44,95,Si,21,1,Medio,7,99,7,7,2015-09-26,11
Femenino,Primaria,Artes,17.27,97,Si,13,4,Alto,5,89,2,7,2016-11-14,9
Masculino,Primaria,Ciencias,16.16,55,No,11,5,Alto,8,86,9,1,2017-10-15,10
Masculino,Primaria,Artes,19.89,75,Si,8,5,Bajo,5,96,4,10,2017-09-03,7
Masculino,Universitario,Artes,11.84,89,Si,28,4,Medio,5,86,3,6,2016-12-14,24
Masculino,Universitario,Matematicas,18.11,79,Si,21,1,Medio,9,81,5,6,2017-11-28,21
Masculino,Primaria,Matematicas,9.41,92,Si,10,5,Medio,9,99,1,3,2017-11-19,10
Femenino,Universitario,Artes,12.3,78,Si,25,1,Alto,6,98,8,5,2017-01-03,19
Femenino,Universitario,Matematicas,12.4,92,No,21,1,Medio,10,88,4,1,2016-12-29,20
Masculino,Primaria,Artes,10.97,78,Si,17,1,Medio,8,72,2,2,2016-08-14,9
Masculino,Primaria,Artes,12.79,52,Si,21,4,Alto,9,81,9,1,2016-11-10,6
Femenino,Universitario,Artes,19.49,74,No,15,4,Medio,9,83,4,6,2016-07-30,19
Femenino,Primaria,Matematicas,9.37,67,Si,21,5,Bajo,8,77,6,8,2016-04-07,8
Masculino,Primaria,Matematicas,19.68,53,No,28,3,Alto,9,97,2,6,2015-07-09,11
Masculino,Universitario,Artes,11.62,81,Si,7,1,Alto,6,79,9,10,2015-05-28,18
Masculino,Universitario,Matematicas,18.69,88,No,12,5,Bajo,5,96,5,10,2016-10-04,19
Masculino,Universitario,Matematicas,8.75,83,No,9,2,Alto,5,87,3,3,2016-02-27,24
Femenino,Universitario,Artes,9.74,98,No,10,5,Medio,7,79,2,1,2015-02-13,22
Masculino,Universitario,Ciencias,17.93,81,No,22,1,Medio,8,76,6,1,2015-02-03,20
Masculino,Universitario,Artes,14.05,64,Si,24,3,Alto,8,86,5,2,2015-01-20,20
Masculino,Primaria,Ciencias,11.01,55,Si,19,1,Medio,9,86,5,1,2017-07-26,11
Femenino,Secundaria,Ciencias,11.08,72,No,25,2,Bajo,10,84,9,1,2015-08-09,12
Masculino,Secundaria,Matematicas,11.44,79,Si,8,2,Alto,6,71,6,4,2017-08-05,14
Masculino,Universitario,Ciencias,12.24,68,No,22,1,Medio,5,95,4,7,2015-01-24,20
Femenino,Universitario,Ciencias,19.11,55,Si,12,3,Medio,10,99,9,8,2016-05-29,22
Femenino,Secundaria,Artes,19.89,52,No,13,3,Alto,6,71,2,10,2015-05-19,12
Femenino,Secundaria,Matematicas,16.64,94,Si,18,1,Bajo,8,75,5,6,2016-04-22,12
Masculino,Universitario,Matematicas,19.9,97,Si,8,4,Medio,5,80,2,4,2017-11-13,20
Masculino,Secundaria,Matematicas,17.65,98,Si,9,5,Bajo,9,95,1,10,2016-09-01,15
Femenino,Primaria,Ciencias,18.81,91,No,27,1,Alto,5,75,9,7,2015-08-14,6
Masculino,Primaria,Matematicas,17.55,67,Si,15,3,Medio,8,83,9,6,2017-04-09,8
Masculino,Secundaria,Ciencias,19.37,68,Si,25,2,Alto,9,82,7,2,2017-06-22,15
Femenino,Secundaria,Matematicas,11.74,55,No,15,2,Medio,5,85,8,5,2015-03-03,14
Masculino,Primaria,Ciencias,18.98,62,No,12,2,Bajo,10,84,8,6,2017-06-16,7
Masculino,Universitario,Ciencias,11.58,91,No,24,5,Medio,6,95,3,2,2015-03-29,17
Femenino,Secundaria,Artes,8.18,74,No,11,4,Alto,8,89,9,4,2015-05-28,15
Femenino,Universitario,Artes,14.75,51,Si,5,1,Bajo,9,76,3,2,2016-04-30,24
Femenino,Secundaria,Matematicas,13.06,59,Si,17,4,Bajo,6,98,2,8,2017-02-23,14
Masculino,Primaria,Matematicas,19.71,72,No,7,1,Alto,10,96,6,6,2017-10-17,7
Femenino,Universitario,Ciencias,12.38,67,Si,8,3,Bajo,10,91,5,1,2015-06-29,17
Masculino,Secundaria,Matematicas,16.91,83,Si,17,5,Medio,5,87,2,6,2015-12-26,14
Masculino,Secundaria,Ciencias,17.22,52,No,5,1,Medio,10,96,3,5,2015-11-16,14
Femenino,Secundaria,Artes,18.69,76,Si,16,5,Bajo,9,93,4,7,2015-04-19,14
Femenino,Universitario,Matematicas,9.96,77,No,18,4,Alto,10,97,2,2,2015-07-03,17
Femenino,Secundaria,Artes,16.53,83,No,7,4,Bajo,10,85,6,1,2016-03-28,12
Masculino,Secundaria,Matematicas,16.21,56,No,6,1,Bajo,10,78,6,2,2015-11-05,13
Femenino,Secundaria,Matematicas,15.41,64,Si,10,3,Medio,6,94,4,9,2016-12-12,13
Masculino,Primaria,Artes,19.74,99,No,12,5,Alto,6,95,5,9,2016-06-19,10
Femenino,Universitario,Ciencias,15.87,52,Si,7,3,Alto,8,93,8,9,2015-09-21,24
Femenino,Primaria,Ciencias,18.0,79,No,8,3,Alto,10,84,8,4,2016-08-13,7
Masculino,Primaria,Ciencias,10.22,72,No,14,5,Bajo,9,82,7,7,2016-08-16,11
Masculino,Secundaria,Ciencias,19.88,79,No,18,5,Bajo,5,99,1,7,2016-10-20,14
Femenino,Primaria,Ciencias,13.23,94,Si,20,2,Medio,6,72,1,9,2017-07-27,11
Masculino,Primaria,Ciencias,12.92,96,Si,25,2,Alto,7,83,6,8,2015-01-31,9
Femenino,Primaria,Ciencias,13.34,84,Si,27,3,Medio,9,98,8,3,2015-09-01,10
Femenino,Primaria,Artes,19.96,54,No,18,3,Bajo,5,93,7,8,2016-01-12,7
Masculino,Universitario,Matematicas,11.7,58,Si,8,5,Bajo,10,81,9,3,2015-05-24,17
Femenino,Primaria,Matematicas,9.11,60,No,8,2,Bajo,6,90,10,5,2016-11-19,9
Femenino,Universitario,Artes,8.44,69,Si,24,4,Bajo,8,96,7,4,2017-03-09,22
Masculino,Secundaria,Artes,18.53,66,No,23,2,Medio,9,79,5,10,2016-11-16,13
Femenino,Primaria,Artes,16.29,95,No,19,5,Medio,5,71,5,1,2016-07-24,11
Masculino,Primaria,Ciencias,11.55,93,Si,13,3,Bajo,8,90,7,1,2017-10-18,8
