Marca,Producto,Tipo,Pulgadas,Procesador,RAM(GB),GPU,SistemaOperativo,Peso(kg),Precio(S/),Resolucion,TipoPantalla,PantallaTactil,Proc_freq(GHz),Almacenamiento_1(GB),Almacenamiento_1_tipo,Almacenamiento_2(GB),Almacenamiento_2_tipo,Marca_procesador,Marca_GPU
Asus,Q524UQ-BHI7T15 (i7-7500U/12GB/2TB/GeForce,2 in 1 Convertible,15.6,Intel Core i7 7500U ,12,Nvidia GeForce 940MX,Windows 10,2.3,3490.24,1920x1080,,1.0,2.7,2000.0,HDD,0.0,,Intel,Nvidia
Lenovo,Thinkpad P50,Notebook,15.6,Intel Core i7 6820HQ ,16,Nvidia Quadro M2000M,Windows 7,2.5,9859.2,3840x2160,,0.0,2.7,512.0,SSD,0.0,,Intel,Nvidia
Acer,Swift 3,Notebook,14.0,Intel Core i3 7100U ,4,Intel HD Graphics 620,Windows 10,1.8,2645.76,1920x1080,IPSPanel,0.0,2.4,128.0,SSD,0.0,,Intel,Intel
Razer,Blade Pro,Gaming,14.0,Intel Core i7 7700HQ ,16,Nvidia GeForce GTX 1060,Windows 10,1.95,12059.84,1920x1080,,0.0,2.8,512.0,SSD,0.0,,Intel,Nvidia
Asus,Vivobook Max,Notebook,15.6,Intel Pentium Dual Core N4200 ,8,Intel HD Graphics 505,Windows 10,2.0,2420.7,1920x1080,,0.0,1.1,128.0,SSD,0.0,,Intel,Intel
Dell,Alienware 17,Gaming,17.3,Intel Core i7 7700HQ ,32,Nvidia GeForce GTX 1070M,Windows 10,4.42,14929.41,1920x1080,IPSPanel,0.0,2.8,1000.0,SSD,1000.0,HDD,Intel,Nvidia
Asus,Rog G752VS-BA171T,Gaming,17.3,Intel Core i7 6700HQ ,16,Nvidia GeForce GTX 1070,Windows 10,4.3,9776.0,1920x1080,IPSPanel,0.0,2.6,256.0,SSD,1000.0,HDD,Intel,Nvidia
Toshiba,Tecra Z40-C-161,Ultrabook,14.0,Intel Core i7 6600U ,16,Nvidia GeForce 930M,Windows 10,1.47,7338.24,1920x1080,IPSPanel,0.0,2.6,512.0,SSD,0.0,,Intel,Nvidia
Lenovo,IdeaPad 110-15IBR,Notebook,15.6,Intel Celeron Quad Core N3710 ,8,Intel HD Graphics 405,No OS,2.2,1368.64,1366x768,,0.0,1.6,1000.0,HDD,0.0,,Intel,Intel
Lenovo,ThinkPad T470s,Ultrabook,14.0,Intel Core i7 7500U ,16,Intel HD Graphics 620,Windows 10,1.7,9563.84,1920x1080,,0.0,2.7,512.0,SSD,0.0,,Intel,Intel
MSI,GS43VR 7RE,Gaming,14.0,Intel Core i7 7700HQ ,16,Nvidia GeForce GTX 1060,Windows 10,1.6,7866.56,1920x1080,IPSPanel,0.0,2.8,256.0,SSD,1000.0,HDD,Intel,Nvidia
MSI,GL62M (i5-7300HQ/8GB/1TB,Gaming,15.6,Intel Core i5 7300HQ ,8,Nvidia GeForce GTX 1050,Windows 10,2.2,4530.24,1920x1080,,0.0,2.5,128.0,SSD,1000.0,HDD,Intel,Nvidia
Lenovo,Legion Y520-15IKBN,Gaming,15.6,Intel Core i7 7700HQ ,4,Nvidia GeForce GTX 1050,Windows 10,2.4,4155.84,1920x1080,IPSPanel,0.0,2.8,1000.0,HDD,0.0,,Intel,Nvidia
Acer,Predator G9-793,Gaming,17.3,Intel Core i7 7700HQ ,16,Nvidia GeForce GTX 1060,Windows 10,4.2,9563.84,1920x1080,IPSPanel,0.0,2.8,256.0,SSD,1000.0,HDD,Intel,Nvidia
Dell,Inspiron 7567,Gaming,15.6,Intel Core i5 7300HQ ,8,Nvidia GeForce GTX 1050,Windows 10,2.62,4097.6,1920x1080,,0.0,2.5,256.0,SSD,0.0,,Intel,Nvidia
Asus,FX502VM-DM560T (i7-7700HQ/8GB/1TB,Gaming,15.6,Intel Core i7 7700HQ ,8,Nvidia GeForce GTX1060,Windows 10,2.24,5570.24,1920x1080,,0.0,2.8,128.0,SSD,1000.0,HDD,Intel,Nvidia
Vero,K146 (N3350/4GB/32GB/W10),Notebook,14.0,Intel Celeron Dual Core N3350 ,4,Intel HD Graphics 500,Windows 10,1.22,844.06,1920x1080,,0.0,1.1,32.0,FlashStorage,0.0,,Intel,Intel
Lenovo,ThinkPad Yoga,2 in 1 Convertible,13.3,Intel Core i7 7500U ,8,Intel HD Graphics 620,Windows 10,1.37,8195.2,1920x1080,IPSPanel,1.0,2.7,512.0,SSD,0.0,,Intel,Intel
Lenovo,Yoga 510-15IKB,2 in 1 Convertible,15.6,Intel Core i5 7200U ,8,AMD Radeon R7 M460,Windows 10,2.08,3989.44,1920x1080,,1.0,2.5,256.0,SSD,0.0,,Intel,AMD
Apple,"MacBook 12""",Ultrabook,12.0,Intel Core M ,8,Intel HD Graphics 5300,Mac OS X,0.92,4846.4,2304x1440,IPSPanelRetinaDisplay,0.0,1.2,512.0,FlashStorage,0.0,,Intel,Intel
Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,1.42,9692.8,2560x1440,IPSPanel,1.0,2.5,256.0,SSD,0.0,,Intel,Intel
Asus,R417NA-RS01 (N3350/4GB/32GB/W10),Notebook,14.0,Intel Celeron Dual Core N3350 ,4,Intel HD Graphics 500,Windows 10,1.63,1243.84,1366x768,,0.0,1.1,32.0,FlashStorage,0.0,,Intel,Intel
Dell,Latitude 3580,Notebook,15.6,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,1.95,3369.6,1366x768,,0.0,2.5,128.0,SSD,0.0,,Intel,Intel
Lenovo,Yoga 910-13IKB,2 in 1 Convertible,13.9,Intel Core i7 7500U ,8,Intel HD Graphics 620,Windows 10,1.38,5611.84,1920x1080,IPSPanel,1.0,2.7,256.0,SSD,0.0,,Intel,Intel
Dell,Vostro 5568,Notebook,15.6,Intel Core i3 6006U ,8,AMD Radeon R5 M420X,Windows 10,2.0,3074.24,1920x1080,,0.0,2.0,256.0,SSD,0.0,,Intel,AMD
HP,ZBook 17,Workstation,15.6,Intel Core i7 7700HQ ,8,Nvidia Quadro M2200,Windows 10,3.14,8589.98,1920x1080,,0.0,2.8,256.0,SSD,0.0,,Intel,Nvidia
Asus,Pro P2540UA-XS51,Notebook,15.6,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,2.37,4571.84,1920x1080,,0.0,2.5,256.0,SSD,0.0,,Intel,Intel
Dell,XPS 13,Ultrabook,13.3,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,1.29,6235.84,1920x1080,,0.0,2.5,256.0,SSD,0.0,,Intel,Intel
Dell,XPS 15,Notebook,15.6,Intel Core i5 7300HQ ,8,Nvidia GeForce GTX 1050,Windows 10,2.06,7275.84,3840x2160,,1.0,2.5,256.0,SSD,0.0,,Intel,Nvidia
Dell,Latitude 3180,Netbook,11.6,Intel Pentium Quad Core N4200 ,4,Intel HD Graphics 505,Windows 10,1.63,3095.04,1366x768,,0.0,1.1,128.0,SSD,0.0,,Intel,Intel
HP,EliteBook 820,Netbook,12.5,Intel Core i5 7300U ,8,Intel HD Graphics 620,Windows 10,1.26,5778.24,1366x768,,0.0,2.6,256.0,SSD,0.0,,Intel,Intel
Toshiba,Satellite Pro,Notebook,15.6,Intel Core i5 6200U ,4,Intel HD Graphics 520,Windows 10,2.1,3244.8,1366x768,,0.0,2.3,500.0,HDD,0.0,,Intel,Intel
HP,15-ba043na (A12-9700P/8GB/2TB/W10),Notebook,15.6,AMD A12-Series 9700P ,8,AMD Radeon R7 Graphics,Windows 10,2.04,2616.64,1366x768,,0.0,2.5,2000.0,HDD,0.0,,AMD,AMD
Dell,Inspiron 7567,Gaming,15.6,Intel Core i7 7700HQ ,16,Nvidia GeForce GTX 1050 Ti,Windows 10,2.62,6984.64,3840x2160,,0.0,2.8,512.0,SSD,0.0,,Intel,Nvidia
Lenovo,IdeaPad 310-15IKB,Notebook,15.6,Intel Core i5 7200U ,4,Nvidia GeForce 920M,Windows 10,2.4,2533.44,1920x1080,,0.0,2.5,1000.0,HDD,0.0,,Intel,Nvidia
HP,Omen 17-an012dx,Gaming,17.3,Intel Core i7 7700HQ ,12,AMD Radeon RX 580,Windows 10,3.74,7275.84,1920x1080,IPSPanel,0.0,2.8,1000.0,HDD,0.0,,Intel,AMD
MSI,GE72MVR 7RG,Gaming,17.3,Intel Core i7 7700HQ ,16,Nvidia GeForce GTX 1070,Windows 10,2.9,10046.4,1920x1080,,0.0,2.8,512.0,SSD,1000.0,HDD,Intel,Nvidia
Samsung,Notebook 9,Ultrabook,13.3,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,0.81,6235.84,1920x1080,,0.0,2.5,256.0,SSD,0.0,,Intel,Intel
Dell,Vostro 5568,Notebook,15.6,Intel Core i7 7500U ,8,Nvidia GeForce GT 940MX,Windows 10,1.98,3997.76,1920x1080,,0.0,2.7,1000.0,HDD,0.0,,Intel,Nvidia
Dell,Vostro 3568,Notebook,15.6,Intel Core i5 7200U ,8,AMD Radeon R5 M420,Windows 10,2.18,3285.61,1920x1080,,0.0,2.5,256.0,SSD,0.0,,Intel,AMD
Lenovo,Thinkpad T470s,Ultrabook,14.0,Intel Core i7 7500U ,8,Intel HD Graphics 620,Windows 10,1.32,7733.44,1920x1080,,0.0,2.7,256.0,SSD,0.0,,Intel,Intel
Razer,Blade Stealth,Ultrabook,12.5,Intel Core i7 7500U ,16,Intel HD Graphics 620,Windows 10,1.29,7483.84,3840x2160,IPSPanel,1.0,2.5,512.0,SSD,0.0,,Intel,Intel
HP,Chromebook 11,Netbook,11.6,Intel Celeron Dual Core N3060 ,4,Intel HD Graphics 400,Chrome OS,1.23,1601.6,1366x768,,0.0,1.6,16.0,FlashStorage,0.0,,Intel,Intel
Dell,Alienware 17,Gaming,17.3,Intel Core i7 7700HQ ,16,Nvidia GeForce GTX 1060,Windows 10,4.36,10420.88,1920x1080,IPSPanel,0.0,2.8,128.0,SSD,1000.0,HDD,Intel,Nvidia
Dell,Latitude 3480,Notebook,14.0,Intel Core i5 6200U ,4,Intel HD Graphics 520,Windows 10,1.76,3140.8,1366x768,,0.0,2.3,500.0,HDD,0.0,,Intel,Intel
Lenovo,V110-15ISK (i3-6006U/4GB/500GB/W10),Notebook,15.6,Intel Core i3 6006U ,4,Intel HD Graphics 520,Windows 10,2.1,2037.98,1366x768,,0.0,2.0,500.0,HDD,0.0,,Intel,Intel
Toshiba,Tecra X40-D-10Z,Ultrabook,14.0,Intel Core i5 7200U ,4,Intel HD Graphics 620,Windows 10,1.25,4534.4,1366x768,,0.0,2.5,128.0,SSD,0.0,,Intel,Intel
Lenovo,Thinkpad X1,Ultrabook,14.0,Intel Core i7 7500U ,8,Intel HD Graphics 620,Windows 10,1.13,10395.84,1920x1080,IPSPanel,0.0,2.7,512.0,SSD,0.0,,Intel,Intel
MSI,GL62M 7RD,Gaming,15.6,Intel Core i5 7300HQ ,8,Nvidia GeForce GTX 1050,Windows 10,2.4,4987.84,1920x1080,,0.0,2.5,256.0,SSD,0.0,,Intel,Nvidia
Lenovo,ThinkPad X1,Ultrabook,14.0,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,1.13,7800.0,1920x1080,IPSPanel,0.0,2.5,256.0,FlashStorage,0.0,,Intel,Intel
Toshiba,Satellite Pro,Notebook,14.0,Intel Pentium Dual Core 4405U ,4,Intel HD Graphics 510,Windows 10,1.75,2075.84,1366x768,,0.0,2.1,128.0,SSD,0.0,,Intel,Intel
Asus,ZenBook Flip,2 in 1 Convertible,13.3,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,1.1,5649.28,1920x1080,,1.0,2.5,256.0,SSD,0.0,,Intel,Intel
Dell,Latitude 3480,Notebook,14.0,Intel Core i3 6006U ,4,Intel HD Graphics 520,Windows 10,1.76,2433.6,1366x768,,0.0,2.0,500.0,HDD,0.0,,Intel,Intel
Acer,Chromebook 11,Netbook,11.6,Intel Celeron Dual Core N3060 ,4,Intel HD Graphics 400,Chrome OS,1.35,1476.8,1366x768,IPSPanel,0.0,1.6,32.0,FlashStorage,0.0,,Intel,Intel
Acer,Swift 3,Notebook,14.0,Intel Core i3 7100U ,8,Intel HD Graphics 620,Windows 10,1.5,2575.04,1920x1080,IPSPanel,0.0,2.4,128.0,SSD,0.0,,Intel,Intel
Razer,Blade Pro,Gaming,17.3,Intel Core i7 7820HK ,32,Nvidia GeForce GTX 1080,Windows 10,3.49,22875.84,3840x2160,,1.0,2.9,512.0,SSD,0.0,,Intel,Nvidia
Lenovo,Thinkpad X1,Ultrabook,14.0,Intel Core i7 6600U ,16,Intel HD Graphics 520,Windows 10,1.1,8731.84,2560x1440,IPSPanel,0.0,2.6,512.0,SSD,0.0,,Intel,Intel
Asus,VivoBook Max,Notebook,15.6,Intel Core i5 7200U ,4,Nvidia GeForce 920,Linux,2.1,2159.04,1920x1080,,0.0,2.5,1000.0,HDD,0.0,,Intel,Nvidia
Lenovo,Thinkpad T460,Notebook,14.0,Intel Core i5 6200U ,8,Intel HD Graphics 520,Windows 10,1.7,4933.76,1920x1080,,0.0,2.3,256.0,SSD,0.0,,Intel,Intel
Lenovo,ThinkPad T470s,Notebook,14.0,Intel Core i5 7300U ,8,Intel HD Graphics 620,Windows 10,1.32,6864.0,1920x1080,IPSPanel,0.0,2.6,256.0,SSD,0.0,,Intel,Intel
Dell,Alienware 15,Gaming,15.6,Intel Core i7 7700HQ ,16,Nvidia GeForce GTX 1070,Windows 10,3.21,11542.46,1920x1080,,0.0,2.8,256.0,SSD,1000.0,HDD,Intel,Nvidia
Asus,Rog GL702VS-BA023T,Gaming,17.3,Intel Core i7 7700HQ ,16,Nvidia GeForce GTX 1070,Windows 10,2.9,10063.04,1920x1080,,0.0,2.8,256.0,SSD,1000.0,HDD,Intel,Nvidia
Toshiba,Satellite Pro,Notebook,15.6,Intel Core i3 7100U ,4,Intel HD Graphics 620,Windows 10,2.0,2783.04,1366x768,,0.0,2.4,500.0,HDD,0.0,,Intel,Intel
Lenovo,N42-20 Chromebook,Notebook,14.0,Intel Celeron Quad Core N3160 ,4,Intel HD Graphics 400,Chrome OS,1.5,1352.0,1366x768,,0.0,1.6,16.0,FlashStorage,0.0,,Intel,Intel
Asus,R558UA-DM966T (i5-7200U/8GB/128GB/FHD/W10),Notebook,15.6,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,2.3,2454.4,1920x1080,,0.0,2.5,128.0,HDD,0.0,,Intel,Intel
Asus,Rog GL702VM-GC017T,Gaming,17.3,Intel Core i7 6700HQ ,16,Nvidia GeForce GTX 1060,Windows 10,2.73,7483.84,1920x1080,,0.0,2.6,512.0,SSD,1000.0,HDD,Intel,Nvidia
Dell,Alienware 17,Gaming,17.3,Intel Core i7 7700HQ ,32,Nvidia GeForce GTX 1070,Windows 10,4.42,12783.22,1920x1080,IPSPanel,0.0,2.8,512.0,SSD,1000.0,HDD,Intel,Nvidia
HP,ProBook 470,Notebook,17.3,Intel Core i5 7200U ,8,Nvidia GeForce 930MX,Windows 10,2.63,3785.6,1600x900,,0.0,2.5,1000.0,HDD,0.0,,Intel,Nvidia
Dell,Vostro 3568,Notebook,15.6,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,2.18,2970.2,1366x768,,0.0,2.5,128.0,SSD,0.0,,Intel,Intel
HP,EliteBook 840,Ultrabook,14.0,Intel Core i7 6500U ,8,Intel HD Graphics 520,Windows 7,1.54,7779.2,1920x1080,,0.0,2.5,512.0,SSD,0.0,,Intel,Intel
Dell,Vostro 3568,Notebook,15.6,Intel Core i7 7500U ,4,AMD Radeon R5 M420,Windows 10,2.18,3074.24,1920x1080,,0.0,2.7,256.0,SSD,0.0,,Intel,AMD
HP,Chromebook X360,2 in 1 Convertible,11.6,Intel Celeron Dual Core N3350 ,4,Intel HD Graphics 500,Chrome OS,1.4,2558.4,1366x768,,1.0,1.1,32.0,FlashStorage,0.0,,Intel,Intel
Asus,ZenBook UX310UQ-GL026T,Ultrabook,13.3,Intel Core i5 6200U ,8,Nvidia GeForce 940M,Windows 10,1.45,4268.16,1920x1080,IPSPanel,0.0,2.3,512.0,SSD,0.0,,Intel,Nvidia
HP,EliteBook x360,2 in 1 Convertible,13.3,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,1.28,9472.32,1920x1080,,1.0,2.5,256.0,SSD,0.0,,Intel,Intel
HP,EliteBook 840,Ultrabook,14.0,Intel Core i7 6500U ,8,Intel HD Graphics 520,Windows 10,1.54,6106.88,1920x1080,,0.0,2.5,512.0,SSD,0.0,,Intel,Intel
HP,250 G6,Notebook,15.6,Intel Celeron Dual Core N3060 ,4,Intel HD Graphics 400,No OS,1.86,1243.84,1366x768,,0.0,1.6,128.0,SSD,0.0,,Intel,Intel
Asus,Rog GL502VM-DS74,Gaming,15.6,Intel Core i7 7700HQ ,16,Nvidia GeForce GTX 1060,Windows 10,2.1,7899.84,1920x1080,,0.0,2.8,128.0,SSD,1000.0,HDD,Intel,Nvidia
Dell,Inspiron 5767,Notebook,17.3,Intel Core i7 7500U ,8,AMD Radeon R7 M445,Linux,2.83,3598.4,1920x1080,,0.0,2.7,1000.0,HDD,0.0,,Intel,AMD
Lenovo,ThinkPad T470p,Ultrabook,14.0,Intel Core i7 7700HQ ,8,Nvidia GeForce GT 940MX,Windows 10,1.96,7916.48,1920x1080,IPSPanel,0.0,2.8,256.0,SSD,0.0,,Intel,Nvidia
Asus,K556UR-DM621T (i7-7500U/8GB/256GB/GeForce,Notebook,15.6,Intel Core i7 7500U ,8,Nvidia GeForce GTX 930MX,Windows 10,2.3,3273.92,1920x1080,IPSPanel,0.0,2.7,256.0,SSD,0.0,,Intel,Nvidia
Dell,Latitude 5580,Notebook,15.6,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,1.9,3931.2,1920x1080,,0.0,2.5,128.0,SSD,0.0,,Intel,Intel
Asus,X541NA (N4200/4GB/1TB/W10),Notebook,15.6,Intel Pentium Quad Core N4200 ,4,Intel HD Graphics 505,Windows 10,2.0,1867.84,1366x768,,0.0,1.1,1000.0,HDD,0.0,,Intel,Intel
HP,EliteBook x360,2 in 1 Convertible,13.3,Intel Core i7 7600U ,8,Intel HD Graphics 620,Windows 10,1.28,10645.44,1920x1080,,1.0,2.8,256.0,SSD,0.0,,Intel,Intel
Dell,Inspiron 5368,Notebook,13.3,Intel Core i5 6200U ,8,Intel HD Graphics 520,Windows 10,1.62,2699.84,1920x1080,,1.0,2.3,1000.0,HDD,0.0,,Intel,Intel
Lenovo,IdeaPad 110-15ISK,Notebook,15.6,Intel Core i3 6006U ,4,Intel HD Graphics 520,No OS,2.2,1951.04,1920x1080,,0.0,2.0,1000.0,HDD,0.0,,Intel,Intel
Lenovo,ThinkPad E570,Notebook,15.6,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,2.3,3538.75,1920x1080,IPSPanel,0.0,2.5,1000.0,HDD,0.0,,Intel,Intel
HP,EliteBook 850,Notebook,15.6,Intel Core i5 7300U ,8,AMD Radeon R7 M465,Windows 10,1.84,5611.84,1920x1080,,0.0,2.6,256.0,SSD,0.0,,Intel,AMD
Toshiba,Portege X30-D-10X,Notebook,13.3,Intel Core i5 7200U ,4,Intel HD Graphics 620,Windows 10,1.05,5345.6,1920x1080,,0.0,2.5,128.0,SSD,0.0,,Intel,Intel
Lenovo,Legion Y520-15IKBN,Gaming,15.6,Intel Core i5 7300HQ ,8,Nvidia GeForce GTX 1050,No OS,2.5,4230.72,1920x1080,IPSPanel,0.0,2.5,1000.0,HDD,0.0,,Intel,Nvidia
Dell,XPS 13,Ultrabook,13.3,Intel Core i7 7660U ,16,Intel Iris Plus Graphics 640,Windows 10,1.29,9318.4,3200x1800,,1.0,2.5,512.0,SSD,0.0,,Intel,Intel
HP,Probook 450,Notebook,15.6,Intel Core i5 6200U ,4,Intel HD Graphics 520,Windows 10,2.07,3785.6,1920x1080,,0.0,2.3,500.0,HDD,0.0,,Intel,Intel
Toshiba,Portï¿½gï¿½ Z30-C-188,Ultrabook,13.3,Intel Core i5 6200U ,8,Intel HD Graphics 520,Windows 10,1.2,4555.2,1366x768,,0.0,2.3,256.0,SSD,0.0,,Intel,Intel
Lenovo,ThinkPad Yoga,2 in 1 Convertible,13.3,Intel Core i7 7500U ,8,Intel HD Graphics 620,Windows 10,1.37,8112.0,1920x1080,IPSPanel,1.0,2.7,256.0,SSD,0.0,,Intel,Intel
Acer,TMX349-G2-M-50FS (i5-7200U/8GB/256GB/FHD/W10),Notebook,14.0,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,1.56,3752.32,1920x1080,IPSPanel,0.0,2.5,256.0,SSD,0.0,,Intel,Intel
Dell,Precision 3520,Workstation,15.6,Intel Core i7 7700HQ ,8,Nvidia Quadro M620,Windows 10,2.23,7396.48,1920x1080,,0.0,2.8,1000.0,HDD,0.0,,Intel,Nvidia
Lenovo,ThinkPad L570,Notebook,15.6,Intel Core i5 7200U ,4,Intel HD Graphics 620,Windows 10,2.38,4388.8,1366x768,,0.0,2.5,500.0,HDD,0.0,,Intel,Intel
Lenovo,IdeaPad 110-15ISK,Notebook,15.6,Intel Core i3 6006U ,4,AMD Radeon R5 M430,No OS,2.2,1992.64,1920x1080,,0.0,2.0,1000.0,HDD,0.0,,Intel,AMD
Toshiba,Tecra A50-D-11D,Notebook,15.6,Intel Core i7 7500U ,8,Intel HD Graphics 620,Windows 10,2.0,5774.08,1920x1080,IPSPanel,0.0,2.7,256.0,SSD,0.0,,Intel,Intel
Lenovo,Thinkpad 13,Notebook,13.3,Intel Core i3 7100U ,4,Intel HD Graphics 620,Windows 10,1.44,3057.6,1920x1080,IPSPanel,0.0,2.4,180.0,SSD,0.0,,Intel,Intel
Samsung,Notebook 9,Ultrabook,15.0,Intel Core i7 7500U ,16,Nvidia GeForce 940MX,Windows 10,1.23,7691.84,1920x1080,,0.0,2.7,256.0,SSD,0.0,,Intel,Nvidia
Dell,Latitude 7280,Ultrabook,12.5,Intel Core i7 7600U ,8,Intel HD Graphics 620,Windows 10,1.6,7030.4,1920x1080,,0.0,2.8,256.0,SSD,0.0,,Intel,Intel
Asus,X541NA-GO121 (N4200/4GB/1TB/Linux),Notebook,15.6,Intel Pentium Quad Core N4200 ,4,Intel HD Graphics 505,Linux,2.0,1659.8,1366x768,,0.0,1.1,1000.0,HDD,0.0,,Intel,Intel
Xiaomi,Mi Notebook,Ultrabook,13.3,Intel Core i5 6200U ,8,Nvidia GeForce 940MX,Windows 10,1.28,3889.6,1920x1080,IPSPanel,0.0,2.3,256.0,SSD,0.0,,Intel,Nvidia
Dell,Vostro 5568,Notebook,15.6,Intel Core i5 7200U ,4,Nvidia GeForce 940MX,Windows 10,2.18,3796.0,1920x1080,,0.0,2.5,128.0,SSD,1000.0,HDD,Intel,Nvidia
HP,ProBook 450,Notebook,15.6,Intel Core i5 7200U ,4,Intel HD Graphics 620,Windows 10,2.04,3490.24,1920x1080,,0.0,2.5,256.0,SSD,0.0,,Intel,Intel
HP,EliteBook x360,2 in 1 Convertible,13.3,Intel Core i5 7200U ,4,Intel HD Graphics 620,Windows 10,1.28,7072.0,1920x1080,,1.0,2.5,256.0,SSD,0.0,,Intel,Intel
HP,Pavilion x360,2 in 1 Convertible,15.6,Intel Core i5 7200U ,4,Intel HD Graphics 620,Windows 10,2.3,2848.77,1366x768,,1.0,2.5,500.0,HDD,0.0,,Intel,Intel
Asus,VivoBook L402NA,Notebook,14.1,Intel Celeron Dual Core N3350 ,4,Intel HD Graphics 500,Windows 10,1.65,1447.68,1366x768,,0.0,1.1,32.0,FlashStorage,0.0,,Intel,Intel
Lenovo,IdeaPad 510-15ISK,Notebook,15.6,Intel Core i7 6500U ,8,Nvidia GeForce 940MX,Windows 10,2.2,2783.04,1920x1080,IPSPanel,0.0,2.5,1000.0,HDD,0.0,,Intel,Nvidia
Dell,Inspiron 3552,Notebook,15.6,Intel Pentium Quad Core N3710 ,4,Intel HD Graphics,Windows 10,2.2,1535.04,1366x768,,0.0,1.6,500.0,HDD,0.0,,Intel,Intel
HP,EliteBook x360,2 in 1 Convertible,13.3,Intel Core i5 7200U ,4,Intel HD Graphics 620,Windows 10,1.28,7483.84,1920x1080,,1.0,2.5,256.0,SSD,0.0,,Intel,Intel
Dell,Vostro 3568,Notebook,15.6,Intel Core i3 6006U ,4,AMD Radeon R5 M420X,Linux,2.18,1895.71,1366x768,,0.0,2.0,1000.0,HDD,0.0,,Intel,AMD
Asus,Rog GL753VD-GC082T,Gaming,17.3,Intel Core i5 7300HQ ,12,Nvidia GeForce GTX 1050,Windows 10,2.2,5698.78,1920x1080,,0.0,2.5,128.0,SSD,1000.0,HDD,Intel,Nvidia
Acer,Chromebook C731-C78G,Netbook,11.6,Intel Celeron Dual Core N3060 ,4,Intel HD Graphics 400,Chrome OS,1.25,1235.52,1366x768,IPSPanel,0.0,1.6,32.0,FlashStorage,0.0,,Intel,Intel
Lenovo,IdeaPad 110-17ACL,Notebook,17.3,AMD A4-Series 7210 ,4,AMD Radeon R3,Windows 10,2.8,1576.64,1600x900,,0.0,2.2,500.0,HDD,0.0,,AMD,AMD
HP,Probook 640,Notebook,14.0,Intel Core i5 7200U ,4,Intel HD Graphics 620,Windows 10,1.95,5262.4,1920x1080,,0.0,2.5,128.0,SSD,0.0,,Intel,Intel
HP,Envy x360,2 in 1 Convertible,13.3,Intel Core i7 7500U ,16,Intel HD Graphics 620,Windows 10,1.42,5819.84,3200x1800,,1.0,2.7,256.0,SSD,0.0,,Intel,Intel
Samsung,Notebook 9,Ultrabook,15.0,Intel Core i7 7500U ,8,Intel HD Graphics 620,Windows 10,1.17,7067.84,1920x1080,,0.0,2.7,256.0,SSD,0.0,,Intel,Intel
Lenovo,ThinkPad T470s,Ultrabook,14.0,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,1.32,7483.84,1920x1080,IPSPanel,0.0,2.5,256.0,SSD,0.0,,Intel,Intel
MSI,GS73VR Stealth,Gaming,17.3,Intel Core i7 6700HQ ,16,Nvidia GeForce GTX 1060,Windows 10,2.43,11019.84,3840x2160,IPSPanel,0.0,2.6,512.0,SSD,2000.0,HDD,Intel,Nvidia
Toshiba,Portege X30-D-10V,Notebook,13.3,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,1.05,6136.0,1920x1080,,0.0,2.5,256.0,SSD,0.0,,Intel,Intel
Dell,Inspiron 7567,Gaming,15.6,Intel Core i7 7700HQ ,8,Nvidia GeForce GTX 1050Ti,Linux,2.62,3864.64,1920x1080,,0.0,2.8,1000.0,HDD,0.0,,Intel,Nvidia
HP,ProBook 450,Notebook,15.6,Intel Core i7 7500U ,8,Nvidia GeForce 930MX,Windows 10,2.04,3744.0,1920x1080,,0.0,2.7,1000.0,HDD,0.0,,Intel,Nvidia
Dell,Vostro 3568,Notebook,15.6,Intel Core i3 6006U ,4,AMD Radeon R5 M420X,Windows 10,2.18,2554.24,1366x768,,0.0,2.0,1000.0,HDD,0.0,,Intel,AMD
Dell,Latitude 5580,Notebook,15.6,Intel Core i5 7300U ,8,Intel HD Graphics 620,Windows 10,1.9,3889.6,1920x1080,,0.0,2.6,500.0,HDD,0.0,,Intel,Intel
Dell,XPS 13,2 in 1 Convertible,13.3,Intel Core i7 7Y75 ,8,Intel HD Graphics 615,Windows 10,1.24,8374.5,3200x1800,,1.0,1.3,512.0,SSD,0.0,,Intel,Intel
Asus,G701VO-IH74K (i7-6820HK/32GB/2x,Gaming,17.3,Intel Core i7 6820HK ,32,Nvidia GeForce GTX 980M,Windows 10,3.58,5320.64,1920x1080,IPSPanel,0.0,2.7,256.0,SSD,256.0,SSD,Intel,Nvidia
